#whatsapp, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
azithromycin, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
wondering, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
“office, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
accurate., p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
time-series, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
""others"", p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
ago!!!, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
media., p_yes: 0.00022619520533685643, p_no: 0.000266904149698874, c_yes: 2, c_no: 1
whatever, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
important, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
rate., p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
citizens,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
won’t, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
admitted, p_yes: 0.0006763349174500036, p_no: 2.6426153435532076e-06, c_yes: 6, c_no: 0
briefing, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
yell, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
medias, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
bankruptcy, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
ventilators,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
what, p_yes: 0.0016891492697045847, p_no: 0.0042308271650286855, c_yes: 15, c_no: 16
refresher..., p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
gummies?, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
@waltshaub, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
donald, p_yes: 0.00033873013336514323, p_no: 2.6426153435532076e-06, c_yes: 3, c_no: 0
inhabited, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
read, p_yes: 0.0005637999894217168, p_no: 0.0007954272184095154, c_yes: 5, c_no: 3
allah,, p_yes: 1.125349280282868e-06, p_no: 0.0005311656840541947, c_yes: 0, c_no: 2
hungarian, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
aggressive, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
#nationalguard, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
dec, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
heung-min, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
#indiafightscorona, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
propagandist, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
#kag, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
travelers;, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
elysee, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
https://t.co/eqchwga0ru, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
unscientific, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
@jhusystems, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
assure, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
3rd, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
people, p_yes: 0.003377173190128887, p_no: 0.004495088699384007, c_yes: 30, c_no: 17
https://t.co/mhycodvej4, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
chief:, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
country., p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
either?, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
explain, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
close, p_yes: 0.001013939701534864, p_no: 2.6426153435532076e-06, c_yes: 9, c_no: 0
bigger.✨, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
deborah, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
kaaba, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
88%, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
cpac, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
rizal,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
fear”., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
dont, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
kyari, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
magical, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
announcing, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
period., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
later, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
ebola, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
malicious, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
you’ll, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
parcel, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
hospital,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
genuinely, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
housing, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
chairman, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
6th, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
crime?, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
soap, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
him,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
minum, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
#coronavirususa, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
diagnosed, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
https://t.co/flswhlcpmx, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
blaming🇺🇸4, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
“if, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
breathing, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
https://t.co/bcyoeedray, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
tl, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
wrong,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
pals, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
lungs., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
knocked, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
really, p_yes: 0.0007888698454782903, p_no: 0.000266904149698874, c_yes: 7, c_no: 1
#coronavirusindia, p_yes: 1.125349280282868e-06, p_no: 0.0005311656840541947, c_yes: 0, c_no: 2
🇺🇸, p_yes: 1.125349280282868e-06, p_no: 0.001323950287120157, c_yes: 0, c_no: 5
iceland, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
trusted, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
very, p_yes: 0.00022619520533685643, p_no: 0.0005311656840541947, c_yes: 2, c_no: 2
dime, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
ppe., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
owners, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
los, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
why, p_yes: 0.0007888698454782903, p_no: 0.0018524733558307985, c_yes: 7, c_no: 7
abrahamic, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
order, p_yes: 0.00033873013336514323, p_no: 0.0005311656840541947, c_yes: 3, c_no: 2
#hongkongers, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
democrat, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
lang., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
131, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
grocery, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
la,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
force, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
translation, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
23, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
💔, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
yelling, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
way, p_yes: 0.0006763349174500036, p_no: 0.001323950287120157, c_yes: 6, c_no: 5
coronavirus., p_yes: 0.00033873013336514323, p_no: 2.6426153435532076e-06, c_yes: 3, c_no: 0
vegetarians,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
🇴🇲oman, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
food, p_yes: 1.125349280282868e-06, p_no: 0.0010596887527648362, c_yes: 0, c_no: 4
rikerâs?, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
website, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
clear:, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
account, p_yes: 0.00011366027730856965, p_no: 0.0007954272184095154, c_yes: 1, c_no: 3
coming., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
hoax,”, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
'we, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
stock., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
bakker, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
hope!, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
hospital/district, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
https://t.co/bqop7ywu1q, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
patna, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
care., p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
flag, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
peddler, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
taking, p_yes: 0.00033873013336514323, p_no: 0.0005311656840541947, c_yes: 3, c_no: 2
music, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
coronovirus, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
4747, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
december, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
information:, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
continue, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
real., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
singapore,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
https://t.co/stxlfdcdcj, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
customs., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
shanghai, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
evidence, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
undertaken, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
questions,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
knife, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
via, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
create, p_yes: 0.00022619520533685643, p_no: 0.0007954272184095154, c_yes: 2, c_no: 3
@pmoindia, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
bout, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
https://t.co/cqusuwobeu, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
effort, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
duty, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
vulnerable, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
tasty,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
looks, p_yes: 0.00011366027730856965, p_no: 0.0007954272184095154, c_yes: 1, c_no: 3
slaves,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
disabled,, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
makes, p_yes: 0.00045126506139343, p_no: 0.000266904149698874, c_yes: 4, c_no: 1
directive, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
love, p_yes: 0.00033873013336514323, p_no: 2.6426153435532076e-06, c_yes: 3, c_no: 0
#thursdaythoughts, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
secy, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
actually, p_yes: 0.00022619520533685643, p_no: 0.0005311656840541947, c_yes: 2, c_no: 2
ramping, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
instead., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
“faith, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
autopsies, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
generally, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
go, p_yes: 0.001013939701534864, p_no: 0.0015882118214754777, c_yes: 9, c_no: 6
https://t.co/54v77xefbb, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
@wikipedia, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
correct., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
areas., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
symptom, p_yes: 0.00022619520533685643, p_no: 0.000266904149698874, c_yes: 2, c_no: 1
60s., p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
suspect, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
berlin., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
groups, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
traveler, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
them?, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
point-of-care, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
nation, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
senator, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
knew, p_yes: 0.0006763349174500036, p_no: 2.6426153435532076e-06, c_yes: 6, c_no: 0
however, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
surgical, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
hand, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
past, p_yes: 0.00045126506139343, p_no: 0.000266904149698874, c_yes: 4, c_no: 1
instructions, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
quarantine, p_yes: 0.00045126506139343, p_no: 0.0005311656840541947, c_yes: 4, c_no: 2
infected,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
hotel., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
manipur, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
@nytimes, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
smh, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
has, p_yes: 0.005627871750694622, p_no: 0.0010596887527648362, c_yes: 50, c_no: 4
countries, p_yes: 0.0005637999894217168, p_no: 2.6426153435532076e-06, c_yes: 5, c_no: 0
yet?, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
pause, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
vegetarianism, p_yes: 0.00022619520533685643, p_no: 0.000266904149698874, c_yes: 2, c_no: 1
morning, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
fact,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
2/4/20., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
gop, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
sensationalism!, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
ago, p_yes: 0.00033873013336514323, p_no: 2.6426153435532076e-06, c_yes: 3, c_no: 0
extent, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
accident,, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
uganda, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
helped, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
(including, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
disinfo, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
scariest, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
night, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
physician, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
spots, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
@realdonaldtrump., p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
theories., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
tested., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
pag-mahirap,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
nigerian, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
no, p_yes: 0.002701963621959166, p_no: 0.0015882118214754777, c_yes: 24, c_no: 6
#lay,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
getting, p_yes: 0.00033873013336514323, p_no: 0.0005311656840541947, c_yes: 3, c_no: 2
https://t.co/meriaor7lv, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
trump:, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
hours, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
vaccine, p_yes: 0.00033873013336514323, p_no: 2.6426153435532076e-06, c_yes: 3, c_no: 0
data, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
broke, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
plan., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
#coronaviruspakistan., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
incheon,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
mask....., p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
me:, p_yes: 1.125349280282868e-06, p_no: 0.0005311656840541947, c_yes: 0, c_no: 2
most, p_yes: 0.00033873013336514323, p_no: 0.0005311656840541947, c_yes: 3, c_no: 2
beware, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
addressing, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
.@realdonaldtrump,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
